FID,the_geom,code,timestamp,precip_quantity,temp_avg,temp_max,temp_min,temp_grass_pt100_avg,temp_soil_avg,temp_soil_avg_5cm,temp_soil_avg_10cm,temp_soil_avg_20cm,temp_soil_avg_50cm,wind_speed_10m,wind_speed_avg_30m,wind_gusts_speed,humidity_rel_shelter_avg,pressure,sun_duration,short_wave_from_sky_avg,sun_int_avg,qc_flags
aws_1day.fid--65986ded_19d21fbe95f_29d1,POINT (50.797 4.358),6447,2019-08-16T00:00:00,0.12,17.94,22.34,13.63,20.0,18.98,18.8,18.73,18.7,18.82,,3.62,10.21,74.77,1002.43,,162.39,,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":false,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29c5,POINT (50.511 6.073),6494,2019-08-16T00:00:00,0.01,13.57,18.13,10.27,,16.76,15.56,15.37,14.99,14.41,3.42,,8.46,83.16,938.83,,185.36,,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":false,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":true,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":true}}"
aws_1day.fid--65986ded_19d21fbe95f_29c6,POINT (50.916 5.45),6477,2019-08-16T00:00:00,0.3,17.85,22.47,12.49,18.36,19.64,18.85,18.45,16.42,18.01,2.85,,8.5,77.31,1010.88,285.08,178.25,108.85,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29c8,POINT (50.582 4.689),6459,2019-08-16T00:00:00,0.0,17.69,22.22,12.83,19.42,18.97,18.09,17.62,17.47,17.36,3.73,,9.59,72.77,996.84,275.42,177.76,106.62,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29c9,POINT (50.904 3.122),6414,2019-08-16T00:00:00,1.22,17.68,22.7,12.54,16.89,17.26,17.48,17.55,17.52,17.82,3.41,,10.82,82.68,1011.37,169.33,141.55,58.94,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29c7,POINT (49.62 5.587),6484,2019-08-16T00:00:00,0.0,,,,,,,,,,2.64,,9.57,,978.82,,,,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":false,""TEMP_MAX"":false,""TEMP_MIN"":false,""TEMP_GRASS_PT100_AVG"":false,""TEMP_SOIL_AVG"":false,""TEMP_SOIL_AVG_5CM"":false,""TEMP_SOIL_AVG_10CM"":false,""TEMP_SOIL_AVG_20CM"":false,""TEMP_SOIL_AVG_50CM"":false,""WIND_SPEED_10M"":false,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":false,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":false,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29cb,POINT (50.096 4.595),6455,2019-08-16T00:00:00,0.0,16.83,20.98,11.22,19.12,18.08,17.27,17.23,17.21,17.26,2.64,,9.57,76.69,987.62,367.92,170.24,112.18,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29cc,POINT (50.194 5.255),6472,2019-08-16T00:00:00,0.0,16.21,20.45,10.96,18.38,17.58,16.7,16.85,16.84,16.89,3.64,4.83,10.1,72.67,982.35,418.58,190.17,145.96,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29cd,POINT (50.98 3.816),6434,2019-08-16T00:00:00,0.22,18.05,22.43,13.34,19.67,20.19,19.12,18.79,18.52,18.39,3.32,4.31,9.66,78.11,1012.71,416.17,170.22,111.24,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29ce,POINT (51.325 4.364),6438,2019-08-16T00:00:00,0.5,18.21,22.51,13.11,19.29,18.91,18.35,18.15,17.19,18.79,3.93,,10.01,79.54,1013.96,384.67,171.59,133.15,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29cf,POINT (51.348 3.202),6418,2019-08-16T00:00:00,0.74,17.89,21.35,14.01,,,,,,,5.27,,12.57,77.89,1012.22,300.25,,98.96,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":false,""TEMP_SOIL_AVG"":false,""TEMP_SOIL_AVG_5CM"":false,""TEMP_SOIL_AVG_10CM"":false,""TEMP_SOIL_AVG_20CM"":false,""TEMP_SOIL_AVG_50CM"":false,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29ca,POINT (51.221 5.027),6464,2019-08-16T00:00:00,0.34,17.63,22.25,12.34,18.2,19.21,18.96,18.88,18.81,18.62,2.32,,7.23,78.54,1012.5,286.5,166.72,91.62,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e8,POINT (51.075 4.525),6439,2019-08-17T00:00:00,5.34,18.37,20.9,16.66,18.99,18.37,18.5,18.6,18.75,18.8,3.67,,10.36,89.95,1006.82,0.33,58.73,3.31,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":false,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":false,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29ec,POINT (50.096 4.595),6455,2019-08-17T00:00:00,14.81,16.94,18.49,14.7,17.48,17.31,17.29,17.32,17.35,17.27,3.74,,10.02,91.95,981.32,0.17,50.72,3.01,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29eb,POINT (49.62 5.587),6484,2019-08-17T00:00:00,17.16,,,,,,,,,,3.74,,10.02,,972.19,,,,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":false,""TEMP_MAX"":false,""TEMP_MIN"":false,""TEMP_GRASS_PT100_AVG"":false,""TEMP_SOIL_AVG"":false,""TEMP_SOIL_AVG_5CM"":false,""TEMP_SOIL_AVG_10CM"":false,""TEMP_SOIL_AVG_20CM"":false,""TEMP_SOIL_AVG_50CM"":false,""WIND_SPEED_10M"":false,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":false,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":false,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29ea,POINT (50.904 3.122),6414,2019-08-17T00:00:00,1.79,17.98,21.36,15.84,16.87,17.03,17.76,17.91,17.89,17.81,4.38,,12.22,86.06,1004.57,4.17,76.58,6.54,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e9,POINT (51.348 3.202),6418,2019-08-17T00:00:00,5.69,17.92,19.22,16.55,,,,,,,6.87,,13.44,84.03,1005.15,15.0,,7.88,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":false,""TEMP_SOIL_AVG"":false,""TEMP_SOIL_AVG_5CM"":false,""TEMP_SOIL_AVG_10CM"":false,""TEMP_SOIL_AVG_20CM"":false,""TEMP_SOIL_AVG_50CM"":false,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e7,POINT (51.221 5.027),6464,2019-08-17T00:00:00,6.31,18.1,19.91,16.66,18.07,18.5,18.59,18.67,18.78,18.62,2.98,,9.65,89.58,1005.55,0.0,56.4,2.73,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e2,POINT (50.797 4.358),6447,2019-08-17T00:00:00,3.41,17.48,19.15,15.72,17.81,17.96,18.16,18.41,18.67,18.83,,4.04,12.46,86.76,995.77,,47.46,,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":false,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e5,POINT (50.511 6.073),6494,2019-08-17T00:00:00,3.09,14.29,15.12,12.98,,14.73,14.8,14.86,14.88,14.48,4.76,,11.31,91.84,933.32,0.0,44.34,2.06,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":false,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e4,POINT (51.325 4.364),6438,2019-08-17T00:00:00,3.17,18.55,21.07,16.91,18.64,18.38,18.41,18.31,17.45,18.86,5.62,,12.55,88.16,1006.97,0.58,75.75,9.08,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e3,POINT (50.194 5.255),6472,2019-08-17T00:00:00,7.53,16.83,17.83,14.99,17.05,16.5,15.97,16.46,16.71,16.86,4.74,6.19,13.16,82.85,976.21,0.0,40.48,4.37,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e1,POINT (50.916 5.45),6477,2019-08-17T00:00:00,8.45,18.45,20.0,15.18,18.1,18.57,18.54,18.45,16.59,18.12,3.63,,11.0,88.62,1004.05,0.0,59.57,2.61,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e0,POINT (50.582 4.689),6459,2019-08-17T00:00:00,10.97,17.27,18.79,14.88,17.38,17.24,17.54,17.56,17.73,17.45,4.38,,10.75,90.51,990.37,0.0,58.91,2.23,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29e6,POINT (50.98 3.816),6434,2019-08-17T00:00:00,0.85,18.14,20.94,15.84,18.43,18.52,18.36,18.46,18.66,18.54,3.78,4.75,10.42,86.9,1005.82,0.5,65.72,14.58,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29f5,POINT (51.075 4.525),6439,2019-08-18T00:00:00,6.44,16.9,21.45,14.19,18.22,17.71,18.06,18.29,18.56,18.67,2.64,,9.37,85.48,1006.54,204.25,116.5,66.97,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":false,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29f9,POINT (50.194 5.255),6472,2019-08-18T00:00:00,10.47,16.13,19.68,12.32,16.4,16.98,16.59,17.01,16.97,16.75,4.06,5.23,15.16,87.9,974.94,90.25,69.55,30.34,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29f8,POINT (51.348 3.202),6418,2019-08-18T00:00:00,0.62,16.99,20.33,14.92,,,,,,,6.12,,15.59,81.17,1005.49,387.58,,163.46,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":false,""TEMP_SOIL_AVG"":false,""TEMP_SOIL_AVG_5CM"":false,""TEMP_SOIL_AVG_10CM"":false,""TEMP_SOIL_AVG_20CM"":false,""TEMP_SOIL_AVG_50CM"":false,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29f7,POINT (50.797 4.358),6447,2019-08-18T00:00:00,11.57,16.41,20.84,13.85,17.55,17.63,17.89,18.25,18.49,18.64,,2.74,10.88,83.66,995.29,,112.49,,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":false,""WIND_SPEED_AVG_30M"":true,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":false,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
aws_1day.fid--65986ded_19d21fbe95f_29f6,POINT (51.221 5.027),6464,2019-08-18T00:00:00,6.76,16.54,20.63,12.97,16.76,18.4,18.59,18.72,18.74,18.43,1.79,,8.41,87.39,1005.11,151.75,107.9,49.02,"{""validated"":{""PRECIP_QUANTITY"":true,""TEMP_AVG"":true,""TEMP_MAX"":true,""TEMP_MIN"":true,""TEMP_GRASS_PT100_AVG"":true,""TEMP_SOIL_AVG"":true,""TEMP_SOIL_AVG_5CM"":true,""TEMP_SOIL_AVG_10CM"":true,""TEMP_SOIL_AVG_20CM"":true,""TEMP_SOIL_AVG_50CM"":true,""WIND_SPEED_10M"":true,""WIND_SPEED_AVG_30M"":false,""WIND_GUSTS_SPEED"":true,""HUMIDITY_REL_SHELTER_AVG"":true,""PRESSURE"":true,""SUN_DURATION"":false,""SHORT_WAVE_FROM_SKY_AVG"":false,""SUN_INT_AVG"":false}}"
